Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-10269,2023-05-13,2023-05-18,Standard Class,CUST-1661,Customer 1661,Corporate,United Kingdom,Manchester,Wales,68790,West,PROD-484,Furniture,Bookcases,Bookcases 846,629.44,3,0.03,69.05
ORD-10270,2023-05-31,2023-06-07,Second Class,CUST-1552,Customer 1552,Consumer,United Kingdom,Cardiff,Wales,25549,East,PROD-650,Technology,Machines,Machines 995,1294.98,3,0.1,245.21
ORD-10271,2023-05-19,2023-05-21,Standard Class,CUST-1228,Customer 1228,Consumer,United Kingdom,Glasgow,England,49107,South,PROD-789,Technology,Phones,Phones 845,1163.26,2,0.17,191.94
ORD-10272,2023-04-03,2023-04-05,Standard Class,CUST-1235,Customer 1235,Consumer,United Kingdom,Leeds,Wales,30332,South,PROD-293,Technology,Accessories,Accessories 943,1027.63,2,0.06,208.47
ORD-10273,2023-05-15,2023-05-19,Second Class,CUST-1629,Customer 1629,Consumer,United Kingdom,Birmingham,England,18819,East,PROD-708,Furniture,Bookcases,Bookcases 529,550.66,3,0.1,54.34
ORD-10274,2023-02-27,2023-03-05,Standard Class,CUST-1720,Customer 1720,Consumer,United Kingdom,Birmingham,Scotland,15798,East,PROD-549,Office Supplies,Storage,Storage 788,132.65,5,0.08,22.08
ORD-10275,2023-08-08,2023-08-09,Second Class,CUST-1884,Customer 1884,Consumer,United Kingdom,Birmingham,Scotland,47914,West,PROD-935,Technology,Phones,Phones 872,1898.18,4,0.11,362.26
ORD-10276,2023-07-06,2023-07-09,First Class,CUST-1688,Customer 1688,Corporate,United Kingdom,Birmingham,Wales,28777,Central,PROD-633,Technology,Machines,Machines 891,296.27,1,0.14,56.87
ORD-10277,2023-10-07,2023-10-11,First Class,CUST-1062,Customer 1062,Home Office,United Kingdom,Bristol,Scotland,32955,West,PROD-795,Office Supplies,Binders,Binders 381,117.64,2,0.33,10.85
ORD-10278,2023-06-14,2023-06-21,First Class,CUST-1995,Customer 1995,Corporate,United Kingdom,Cardiff,Scotland,59958,South,PROD-426,Technology,Accessories,Accessories 148,849.68,3,0.01,192.55
ORD-10279,2023-07-15,2023-07-19,Second Class,CUST-1385,Customer 1385,Consumer,United Kingdom,Glasgow,Scotland,72065,South,PROD-969,Office Supplies,Paper,Paper 407,81.82,2,0.16,14.21
ORD-10280,2023-04-07,2023-04-08,Standard Class,CUST-1825,Customer 1825,Corporate,United Kingdom,London,Scotland,64090,West,PROD-670,Office Supplies,Storage,Storage 247,141.52,3,0.11,27.62
ORD-10281,2023-08-09,2023-08-11,Standard Class,CUST-1208,Customer 1208,Corporate,United Kingdom,Cardiff,England,68954,West,PROD-194,Office Supplies,Paper,Paper 361,139.38,3,0.19,21.44
ORD-10282,2023-04-10,2023-04-14,Second Class,CUST-1689,Customer 1689,Home Office,United Kingdom,Bristol,England,19539,West,PROD-923,Furniture,Tables,Tables 486,596.79,3,0.07,58.31
ORD-10283,2023-05-23,2023-05-27,Second Class,CUST-1928,Customer 1928,Corporate,United Kingdom,Manchester,England,37762,West,PROD-859,Office Supplies,Paper,Paper 990,49.48,1,0.22,7.29
ORD-10284,2023-03-22,2023-03-29,Second Class,CUST-1712,Customer 1712,Home Office,United Kingdom,Cardiff,England,61987,East,PROD-665,Technology,Accessories,Accessories 348,1005.79,2,0.07,200.78
ORD-10285,2023-06-29,2023-06-30,Standard Class,CUST-1546,Customer 1546,Home Office,United Kingdom,Manchester,Wales,44283,Central,PROD-625,Office Supplies,Binders,Binders 577,145.47,3,0.16,14.95
ORD-10286,2023-03-09,2023-03-11,Standard Class,CUST-1739,Customer 1739,Corporate,United Kingdom,Glasgow,Wales,36624,South,PROD-420,Office Supplies,Paper,Paper 922,108.33,3,0.25,11.19
ORD-10287,2023-02-07,2023-02-11,First Class,CUST-1226,Customer 1226,Home Office,United Kingdom,Birmingham,England,44180,South,PROD-698,Furniture,Bookcases,Bookcases 984,218.7,1,0.12,27.09
ORD-10288,2023-04-09,2023-04-13,Standard Class,CUST-1337,Customer 1337,Consumer,United Kingdom,Leeds,Scotland,42208,South,PROD-663,Office Supplies,Paper,Paper 300,36.94,1,0.13,1.9
ORD-10289,2023-08-21,2023-08-24,First Class,CUST-1657,Customer 1657,Home Office,United Kingdom,Leeds,Wales,32050,Central,PROD-914,Office Supplies,Binders,Binders 840,29.79,2,0.2,5.52
ORD-10290,2023-05-21,2023-05-27,Second Class,CUST-1559,Customer 1559,Corporate,United Kingdom,Birmingham,Scotland,94123,Central,PROD-636,Furniture,Chairs,Chairs 837,223.09,1,0.15,26.39
ORD-10291,2023-06-14,2023-06-19,Second Class,CUST-1782,Customer 1782,Consumer,United Kingdom,Leeds,England,92667,East,PROD-169,Furniture,Bookcases,Bookcases 149,628.77,2,0.28,23.93
ORD-10292,2024-01-23,2024-01-25,First Class,CUST-1466,Customer 1466,Corporate,United Kingdom,London,Scotland,93588,West,PROD-731,Furniture,Chairs,Chairs 617,271.05,1,0.32,8.2
ORD-10293,2023-08-12,2023-08-15,Second Class,CUST-1006,Customer 1006,Home Office,United Kingdom,Bristol,Wales,11553,South,PROD-642,Technology,Accessories,Accessories 116,713.18,2,0.28,96.0
ORD-10294,2023-03-11,2023-03-18,Second Class,CUST-1514,Customer 1514,Home Office,United Kingdom,Cardiff,Wales,33496,Central,PROD-198,Technology,Accessories,Accessories 117,845.97,2,0.07,165.89
ORD-10295,2023-03-23,2023-03-26,Standard Class,CUST-1539,Customer 1539,Corporate,United Kingdom,Glasgow,Wales,45038,West,PROD-180,Furniture,Chairs,Chairs 734,367.24,2,0.32,6.84
ORD-10296,2023-08-13,2023-08-14,Second Class,CUST-1249,Customer 1249,Home Office,United Kingdom,Birmingham,Wales,99658,Central,PROD-769,Office Supplies,Binders,Binders 678,86.44,2,0.29,15.32
ORD-10297,2023-07-14,2023-07-15,Second Class,CUST-1386,Customer 1386,Home Office,United Kingdom,Leeds,England,93459,East,PROD-819,Furniture,Tables,Tables 488,569.78,3,0.41,-9.76
ORD-10298,2023-07-05,2023-07-07,Second Class,CUST-1444,Customer 1444,Home Office,United Kingdom,Glasgow,Wales,84167,West,PROD-640,Furniture,Tables,Tables 965,264.3,1,0.25,5.81
ORD-10299,2023-04-02,2023-04-07,Second Class,CUST-1708,Customer 1708,Home Office,United Kingdom,Leeds,Wales,16102,East,PROD-800,Furniture,Chairs,Chairs 988,444.42,2,0.07,44.15
ORD-10300,2023-03-31,2023-04-02,Second Class,CUST-1033,Customer 1033,Consumer,United Kingdom,Glasgow,Wales,12052,Central,PROD-701,Technology,Machines,Machines 773,1560.8,4,0.12,289.85
ORD-10301,2023-05-31,2023-06-05,Standard Class,CUST-1306,Customer 1306,Consumer,United Kingdom,Bristol,England,84277,West,PROD-793,Technology,Accessories,Accessories 178,278.4,1,0.18,40.05
ORD-10302,2023-07-11,2023-07-15,First Class,CUST-1809,Customer 1809,Home Office,United Kingdom,Cardiff,England,75639,Central,PROD-454,Office Supplies,Storage,Storage 243,146.62,3,0.25,7.96
ORD-10303,2023-07-29,2023-08-02,First Class,CUST-1858,Customer 1858,Consumer,United Kingdom,Manchester,Scotland,90460,East,PROD-506,Furniture,Tables,Tables 337,514.3,2,0.1,44.83
ORD-10304,2023-06-12,2023-06-18,First Class,CUST-1802,Customer 1802,Corporate,United Kingdom,Leeds,England,56636,Central,PROD-484,Furniture,Bookcases,Bookcases 379,1301.13,3,0.05,136.28
ORD-10305,2023-05-02,2023-05-06,Second Class,CUST-1676,Customer 1676,Corporate,United Kingdom,London,Scotland,48715,South,PROD-830,Furniture,Bookcases,Bookcases 699,639.61,4,0.19,46.94
ORD-10306,2023-08-10,2023-08-15,First Class,CUST-1389,Customer 1389,Home Office,United Kingdom,Glasgow,Scotland,30221,East,PROD-498,Furniture,Tables,Tables 257,630.36,5,0.03,73.97
ORD-10307,2023-06-05,2023-06-12,Second Class,CUST-1005,Customer 1005,Corporate,United Kingdom,Leeds,Wales,45358,Central,PROD-235,Office Supplies,Paper,Paper 193,44.41,1,0.01,10.61
ORD-10308,2023-04-16,2023-04-18,Second Class,CUST-1570,Customer 1570,Home Office,United Kingdom,Bristol,Wales,23538,East,PROD-191,Furniture,Tables,Tables 559,961.1,3,0.11,86.88
ORD-10309,2023-06-01,2023-06-07,Standard Class,CUST-1612,Customer 1612,Corporate,United Kingdom,Glasgow,Wales,11617,Central,PROD-523,Technology,Phones,Phones 711,1345.48,3,0.05,271.42
ORD-10310,2023-07-31,2023-08-04,First Class,CUST-1926,Customer 1926,Consumer,United Kingdom,Bristol,Scotland,32227,South,PROD-489,Furniture,Bookcases,Bookcases 672,709.69,3,0.04,77.98
ORD-10311,2023-08-20,2023-08-26,Standard Class,CUST-1274,Customer 1274,Corporate,United Kingdom,Birmingham,England,31916,West,PROD-382,Furniture,Tables,Tables 408,1144.98,3,0.39,2.69
ORD-10312,2023-03-20,2023-03-27,Standard Class,CUST-1078,Customer 1078,Corporate,United Kingdom,Manchester,England,91924,South,PROD-708,Office Supplies,Binders,Binders 901,83.53,3,0.36,2.83
ORD-10313,2023-10-01,2023-10-06,Standard Class,CUST-1311,Customer 1311,Consumer,United Kingdom,Leeds,Wales,91289,West,PROD-923,Office Supplies,Paper,Paper 238,151.24,4,0.11,18.5
ORD-10314,2023-04-12,2023-04-18,Standard Class,CUST-1835,Customer 1835,Home Office,United Kingdom,Bristol,England,49378,Central,PROD-717,Office Supplies,Binders,Binders 540,109.57,2,0.28,8.28
ORD-10315,2023-08-12,2023-08-17,Standard Class,CUST-1987,Customer 1987,Corporate,United Kingdom,Manchester,Wales,92955,West,PROD-689,Office Supplies,Binders,Binders 281,87.97,2,0.27,-0.88
ORD-10316,2023-05-11,2023-05-17,Second Class,CUST-1836,Customer 1836,Corporate,United Kingdom,Manchester,England,83905,West,PROD-706,Office Supplies,Binders,Binders 387,81.73,3,0.06,9.01
ORD-10317,2023-05-19,2023-05-26,Standard Class,CUST-1975,Customer 1975,Home Office,United Kingdom,Leeds,Scotland,37479,West,PROD-916,Technology,Machines,Machines 127,1240.41,4,0.12,229.33
ORD-10318,2023-05-22,2023-05-24,First Class,CUST-1868,Customer 1868,Corporate,United Kingdom,Cardiff,Wales,28242,Central,PROD-410,Technology,Phones,Phones 938,506.04,3,0.1,95.89
ORD-10319,2023-10-10,2023-10-13,Standard Class,CUST-1732,Customer 1732,Corporate,United Kingdom,Glasgow,Wales,19694,West,PROD-712,Office Supplies,Storage,Storage 257,87.94,2,0.11,17.55
ORD-10320,2023-05-23,2023-05-24,Standard Class,CUST-1518,Customer 1518,Home Office,United Kingdom,Leeds,Scotland,14818,South,PROD-818,Technology,Accessories,Accessories 647,748.16,3,0.06,140.64
ORD-10321,2023-07-23,2023-07-29,Second Class,CUST-1680,Customer 1680,Corporate,United Kingdom,Birmingham,Scotland,90304,East,PROD-676,Furniture,Chairs,Chairs 773,700.56,3,0.08,77.43
ORD-10322,2023-04-10,2023-04-13,First Class,CUST-1010,Customer 1010,Consumer,United Kingdom,Manchester,England,76935,South,PROD-631,Office Supplies,Binders,Binders 208,164.58,3,0.04,38.99
ORD-10323,2023-07-08,2023-07-09,Second Class,CUST-1474,Customer 1474,Home Office,United Kingdom,Bristol,Scotland,75597,West,PROD-453,Office Supplies,Binders,Binders 500,224.99,4,0.38,11.93
ORD-10324,2023-07-20,2023-07-26,Standard Class,CUST-1425,Customer 1425,Consumer,United Kingdom,London,Scotland,28569,East,PROD-419,Office Supplies,Paper,Paper 402,96.83,2,0.14,18.36
ORD-10325,2023-05-26,2023-05-31,First Class,CUST-1494,Customer 1494,Corporate,United Kingdom,Leeds,England,67431,Central,PROD-813,Office Supplies,Paper,Paper 633,134.74,4,0.35,4.56
ORD-10326,2023-07-15,2023-07-22,First Class,CUST-1045,Customer 1045,Home Office,United Kingdom,London,England,54967,South,PROD-211,Office Supplies,Paper,Paper 407,130.98,3,0.09,23.51
ORD-10327,2023-09-22,2023-09-25,Standard Class,CUST-1178,Customer 1178,Home Office,United Kingdom,Birmingham,Wales,83380,West,PROD-573,Technology,Phones,Phones 628,700.11,2,0.04,142.55
ORD-10328,2023-04-08,2023-04-13,Second Class,CUST-1190,Customer 1190,Home Office,United Kingdom,Cardiff,Wales,61849,West,PROD-855,Office Supplies,Storage,Storage 288,68.36,3,0.08,9.97
ORD-10329,2023-02-27,2023-03-01,Standard Class,CUST-1398,Customer 1398,Consumer,United Kingdom,Cardiff,England,36972,West,PROD-870,Office Supplies,Storage,Storage 539,92.13,2,0.11,18.47
ORD-10330,2023-06-12,2023-06-15,Second Class,CUST-1892,Customer 1892,Home Office,United Kingdom,Birmingham,Wales,52727,East,PROD-568,Technology,Phones,Phones 918,998.33,3,0.04,210.55
ORD-10331,2023-04-12,2023-04-15,Standard Class,CUST-1501,Customer 1501,Home Office,United Kingdom,Cardiff,Wales,88246,East,PROD-725,Office Supplies,Storage,Storage 983,120.69,3,0.17,19.08
ORD-10332,2023-04-21,2023-04-28,First Class,CUST-1360,Customer 1360,Corporate,United Kingdom,Bristol,England,98288,South,PROD-919,Technology,Phones,Phones 456,820.45,2,0.0,178.64
ORD-10333,2023-06-22,2023-06-27,Standard Class,CUST-1688,Customer 1688,Consumer,United Kingdom,Manchester,England,41270,Central,PROD-219,Technology,Machines,Machines 186,1506.07,4,0.26,209.02
ORD-10334,2023-08-28,2023-09-04,First Class,CUST-1523,Customer 1523,Corporate,United Kingdom,Leeds,Scotland,28070,West,PROD-492,Office Supplies,Storage,Storage 244,76.53,2,0.07,15.25
ORD-10335,2023-04-25,2023-04-29,Second Class,CUST-1550,Customer 1550,Home Office,United Kingdom,Cardiff,England,82733,South,PROD-601,Furniture,Tables,Tables 750,735.9,3,0.04,89.41
ORD-10336,2023-05-29,2023-06-02,Second Class,CUST-1862,Customer 1862,Corporate,United Kingdom,Bristol,England,57059,Central,PROD-596,Furniture,Chairs,Chairs 422,313.91,1,0.27,18.6
ORD-10337,2023-05-07,2023-05-08,Standard Class,CUST-1517,Customer 1517,Home Office,United Kingdom,Leeds,Wales,99744,West,PROD-525,Furniture,Tables,Tables 675,709.32,3,0.15,51.96
ORD-10338,2023-06-11,2023-06-15,Second Class,CUST-1578,Customer 1578,Consumer,United Kingdom,Glasgow,England,48284,South,PROD-381,Office Supplies,Paper,Paper 184,103.73,2,0.17,15.27
ORD-10339,2023-03-03,2023-03-09,First Class,CUST-1799,Customer 1799,Corporate,United Kingdom,Bristol,Scotland,74921,West,PROD-623,Technology,Accessories,Accessories 272,513.19,3,0.07,100.62
ORD-10340,2023-06-29,2023-07-06,Second Class,CUST-1793,Customer 1793,Home Office,United Kingdom,Glasgow,Wales,81046,East,PROD-878,Technology,Phones,Phones 374,477.34,1,0.2,78.47
ORD-10341,2023-03-18,2023-03-24,Standard Class,CUST-1104,Customer 1104,Home Office,United Kingdom,Glasgow,Scotland,42444,South,PROD-995,Technology,Phones,Phones 535,1247.85,3,0.22,186.76
ORD-10342,2023-04-09,2023-04-13,Second Class,CUST-1882,Customer 1882,Consumer,United Kingdom,Leeds,England,41056,East,PROD-930,Office Supplies,Binders,Binders 456,132.1,3,0.6,-3.29
ORD-10343,2023-05-31,2023-06-06,Second Class,CUST-1438,Customer 1438,Consumer,United Kingdom,Bristol,England,37082,Central,PROD-924,Technology,Machines,Machines 747,1041.61,3,0.14,185.76
ORD-10344,2023-08-07,2023-08-10,First Class,CUST-1287,Customer 1287,Home Office,United Kingdom,Bristol,England,52421,East,PROD-399,Technology,Accessories,Accessories 645,2156.36,4,0.19,358.39
ORD-10345,2023-05-03,2023-05-05,Standard Class,CUST-1526,Customer 1526,Home Office,United Kingdom,Glasgow,England,27771,Central,PROD-160,Technology,Accessories,Accessories 978,377.27,2,0.16,56.12
ORD-10346,2023-05-27,2023-05-30,Second Class,CUST-1886,Customer 1886,Consumer,United Kingdom,Birmingham,England,52217,Central,PROD-879,Technology,Phones,Phones 818,401.71,1,0.03,88.22
ORD-10347,2023-09-15,2023-09-20,Standard Class,CUST-1647,Customer 1647,Corporate,United Kingdom,Cardiff,Wales,59174,South,PROD-177,Office Supplies,Paper,Paper 691,68.27,2,0.28,10.32
ORD-10348,2023-06-07,2023-06-09,Standard Class,CUST-1284,Customer 1284,Home Office,United Kingdom,Manchester,Wales,73968,East,PROD-695,Office Supplies,Storage,Storage 867,78.64,2,0.24,-0.33
ORD-10349,2023-05-14,2023-05-19,Second Class,CUST-1995,Customer 1995,Corporate,United Kingdom,Cardiff,Scotland,56952,East,PROD-914,Technology,Phones,Phones 848,1297.5,3,0.19,206.65
ORD-10350,2023-05-05,2023-05-11,Standard Class,CUST-1216,Customer 1216,Corporate,United Kingdom,Manchester,Wales,47171,South,PROD-660,Furniture,Tables,Tables 944,554.21,2,0.04,54.05
ORD-10351,2023-05-03,2023-05-10,Second Class,CUST-1351,Customer 1351,Home Office,United Kingdom,Glasgow,England,16021,West,PROD-741,Technology,Accessories,Accessories 907,1290.53,3,0.16,227.21
ORD-10352,2023-10-05,2023-10-08,Second Class,CUST-1161,Customer 1161,Corporate,United Kingdom,Leeds,England,66072,South,PROD-805,Furniture,Chairs,Chairs 978,635.09,3,0.13,50.65
ORD-10353,2023-05-19,2023-05-22,Standard Class,CUST-1895,Customer 1895,Corporate,United Kingdom,London,Scotland,57242,West,PROD-184,Technology,Accessories,Accessories 262,807.46,2,0.07,162.41
ORD-10354,2023-05-16,2023-05-19,Standard Class,CUST-1053,Customer 1053,Corporate,United Kingdom,Cardiff,Wales,40689,Central,PROD-771,Technology,Machines,Machines 269,2780.19,5,0.09,535.66
ORD-10355,2023-04-03,2023-04-10,Second Class,CUST-1218,Customer 1218,Corporate,United Kingdom,London,England,87814,East,PROD-631,Technology,Phones,Phones 101,629.08,2,0.18,89.89
ORD-10356,2023-04-28,2023-05-02,Standard Class,CUST-1351,Customer 1351,Consumer,United Kingdom,Glasgow,Wales,27324,South,PROD-172,Furniture,Chairs,Chairs 812,1164.65,3,0.11,109.75
ORD-10357,2023-06-13,2023-06-15,Standard Class,CUST-1825,Customer 1825,Consumer,United Kingdom,London,Wales,58177,West,PROD-240,Office Supplies,Paper,Paper 848,118.48,4,0.39,10.08
ORD-10358,2023-04-30,2023-05-04,First Class,CUST-1146,Customer 1146,Consumer,United Kingdom,Bristol,Scotland,11110,South,PROD-765,Furniture,Bookcases,Bookcases 793,826.61,3,0.1,75.04
ORD-10359,2023-04-28,2023-05-04,First Class,CUST-1218,Customer 1218,Home Office,United Kingdom,Cardiff,England,63963,West,PROD-803,Office Supplies,Binders,Binders 839,50.72,1,0.16,18.1
ORD-10360,2023-04-14,2023-04-16,Standard Class,CUST-1143,Customer 1143,Consumer,United Kingdom,Bristol,Scotland,60335,South,PROD-539,Furniture,Chairs,Chairs 202,1331.77,4,0.4,-3.29
ORD-10361,2023-04-27,2023-05-04,First Class,CUST-1660,Customer 1660,Consumer,United Kingdom,Birmingham,Scotland,88774,Central,PROD-838,Furniture,Chairs,Chairs 383,587.04,3,0.23,27.67
ORD-10362,2023-07-26,2023-07-27,First Class,CUST-1867,Customer 1867,Home Office,United Kingdom,Manchester,England,77862,Central,PROD-621,Technology,Phones,Phones 968,358.72,1,0.16,67.89
ORD-10363,2023-09-01,2023-09-07,Standard Class,CUST-1661,Customer 1661,Consumer,United Kingdom,Glasgow,England,74865,West,PROD-215,Technology,Accessories,Accessories 402,844.37,3,0.05,171.01
ORD-10364,2023-02-15,2023-02-16,Second Class,CUST-1072,Customer 1072,Home Office,United Kingdom,London,Wales,51480,West,PROD-496,Office Supplies,Storage,Storage 708,62.94,1,0.05,11.31
ORD-10365,2023-07-30,2023-08-04,First Class,CUST-1176,Customer 1176,Corporate,United Kingdom,Glasgow,England,12187,South,PROD-169,Office Supplies,Storage,Storage 799,52.7,1,0.11,8.89
ORD-10366,2023-02-20,2023-02-24,Standard Class,CUST-1944,Customer 1944,Consumer,United Kingdom,Glasgow,Wales,76402,East,PROD-743,Office Supplies,Paper,Paper 140,50.49,1,0.14,5.79
ORD-10367,2023-05-30,2023-06-04,Second Class,CUST-1084,Customer 1084,Home Office,United Kingdom,Bristol,Scotland,90746,South,PROD-384,Office Supplies,Storage,Storage 511,243.27,4,0.37,12.98
ORD-10368,2023-06-09,2023-06-12,Standard Class,CUST-1943,Customer 1943,Consumer,United Kingdom,Glasgow,England,80305,East,PROD-500,Office Supplies,Paper,Paper 623,108.22,3,0.05,18.47
ORD-10369,2023-07-28,2023-08-04,Standard Class,CUST-1747,Customer 1747,Consumer,United Kingdom,London,England,21300,East,PROD-218,Office Supplies,Storage,Storage 547,83.74,4,0.05,13.66
ORD-10370,2023-06-08,2023-06-10,Second Class,CUST-1316,Customer 1316,Home Office,United Kingdom,Cardiff,Scotland,33022,South,PROD-112,Technology,Machines,Machines 156,352.64,1,0.02,83.76
ORD-10371,2023-07-17,2023-07-21,Second Class,CUST-1508,Customer 1508,Corporate,United Kingdom,Bristol,Scotland,43980,West,PROD-480,Technology,Phones,Phones 267,830.73,3,0.21,139.23
ORD-10372,2023-05-20,2023-05-25,Standard Class,CUST-1907,Customer 1907,Consumer,United Kingdom,Glasgow,England,53910,West,PROD-378,Technology,Accessories,Accessories 850,1950.56,4,0.25,284.23
ORD-10373,2023-03-05,2023-03-08,Standard Class,CUST-1642,Customer 1642,Consumer,United Kingdom,Leeds,Wales,76949,East,PROD-156,Office Supplies,Storage,Storage 690,161.47,5,0.07,31.58
ORD-10374,2023-12-12,2023-12-14,First Class,CUST-1161,Customer 1161,Corporate,United Kingdom,Glasgow,England,85223,South,PROD-840,Technology,Phones,Phones 476,1135.34,3,0.03,234.73
ORD-10375,2023-06-19,2023-06-22,Second Class,CUST-1002,Customer 1002,Consumer,United Kingdom,Glasgow,England,42053,East,PROD-583,Furniture,Bookcases,Bookcases 621,674.37,2,0.13,57.76
ORD-10376,2023-06-02,2023-06-04,Standard Class,CUST-1953,Customer 1953,Consumer,United Kingdom,Bristol,Scotland,95944,Central,PROD-329,Office Supplies,Paper,Paper 283,115.07,3,0.11,13.95
ORD-10377,2023-05-10,2023-05-14,Standard Class,CUST-1327,Customer 1327,Corporate,United Kingdom,Glasgow,England,84912,Central,PROD-222,Furniture,Tables,Tables 837,499.74,2,0.1,52.54
ORD-10378,2023-09-17,2023-09-19,Standard Class,CUST-1528,Customer 1528,Consumer,United Kingdom,Leeds,England,70960,East,PROD-892,Furniture,Chairs,Chairs 923,864.94,3,0.47,-22.33
ORD-10379,2023-04-28,2023-04-30,First Class,CUST-1467,Customer 1467,Consumer,United Kingdom,Manchester,England,48219,Central,PROD-903,Office Supplies,Paper,Paper 666,104.96,3,0.05,13.04
ORD-10380,2023-03-25,2023-03-28,First Class,CUST-1475,Customer 1475,Corporate,United Kingdom,Bristol,Wales,35614,Central,PROD-659,Technology,Machines,Machines 348,1250.06,3,0.04,269.88
ORD-10381,2023-03-10,2023-03-16,First Class,CUST-1024,Customer 1024,Consumer,United Kingdom,Bristol,Wales,93354,West,PROD-998,Furniture,Chairs,Chairs 519,1085.05,3,0.44,-12.04
ORD-10382,2023-05-14,2023-05-16,Second Class,CUST-1673,Customer 1673,Corporate,United Kingdom,Glasgow,Scotland,50306,East,PROD-310,Office Supplies,Paper,Paper 877,84.19,4,0.09,14.87
ORD-10383,2023-04-21,2023-04-28,Second Class,CUST-1995,Customer 1995,Consumer,United Kingdom,Cardiff,Wales,22193,West,PROD-337,Office Supplies,Binders,Binders 161,100.26,2,0.18,13.29
ORD-10384,2023-04-16,2023-04-20,First Class,CUST-1997,Customer 1997,Home Office,United Kingdom,London,Scotland,22527,South,PROD-236,Technology,Accessories,Accessories 569,1281.53,3,0.09,247.47
ORD-10385,2023-02-24,2023-02-26,Standard Class,CUST-1063,Customer 1063,Corporate,United Kingdom,Cardiff,England,41034,South,PROD-367,Furniture,Bookcases,Bookcases 681,997.8,3,0.14,89.19
ORD-10386,2023-07-25,2023-08-01,Second Class,CUST-1753,Customer 1753,Corporate,United Kingdom,Manchester,Wales,45645,Central,PROD-176,Office Supplies,Storage,Storage 951,79.56,2,0.17,11.05
ORD-10387,2023-08-25,2023-09-01,Standard Class,CUST-1159,Customer 1159,Consumer,United Kingdom,Birmingham,Wales,71086,West,PROD-516,Furniture,Bookcases,Bookcases 211,234.24,1,0.12,21.11
ORD-10388,2023-02-02,2023-02-09,Second Class,CUST-1212,Customer 1212,Corporate,United Kingdom,Manchester,Wales,44735,East,PROD-192,Technology,Accessories,Accessories 888,465.83,2,0.51,29.6
ORD-10389,2023-07-03,2023-07-04,Standard Class,CUST-1721,Customer 1721,Home Office,United Kingdom,Bristol,England,38183,West,PROD-251,Technology,Accessories,Accessories 946,1051.74,3,0.18,178.69
ORD-10390,2023-05-15,2023-05-21,Standard Class,CUST-1405,Customer 1405,Home Office,United Kingdom,London,Scotland,49169,East,PROD-939,Technology,Phones,Phones 464,627.92,2,0.17,102.17
ORD-10391,2023-05-27,2023-05-28,Second Class,CUST-1463,Customer 1463,Home Office,United Kingdom,Cardiff,Scotland,42748,West,PROD-573,Furniture,Tables,Tables 975,437.23,2,0.07,45.93
ORD-10392,2023-05-24,2023-05-29,Standard Class,CUST-1063,Customer 1063,Consumer,United Kingdom,Birmingham,England,62505,East,PROD-802,Furniture,Chairs,Chairs 112,467.98,2,0.23,27.94
ORD-10393,2023-05-17,2023-05-19,First Class,CUST-1939,Customer 1939,Consumer,United Kingdom,London,England,35919,East,PROD-554,Technology,Machines,Machines 365,2209.8,4,0.08,432.73
ORD-10394,2023-10-15,2023-10-18,Standard Class,CUST-1043,Customer 1043,Corporate,United Kingdom,London,England,85220,West,PROD-941,Furniture,Tables,Tables 225,661.69,2,0.06,69.19
ORD-10395,2023-06-09,2023-06-11,Second Class,CUST-1699,Customer 1699,Corporate,United Kingdom,Birmingham,Wales,38143,South,PROD-381,Office Supplies,Paper,Paper 491,148.23,3,0.41,9.28
ORD-10396,2023-04-18,2023-04-23,Standard Class,CUST-1628,Customer 1628,Home Office,United Kingdom,Bristol,England,94840,Central,PROD-610,Office Supplies,Paper,Paper 135,51.83,2,0.07,15.73
ORD-10397,2023-10-26,2023-10-27,Second Class,CUST-1089,Customer 1089,Corporate,United Kingdom,Leeds,England,64949,South,PROD-758,Technology,Accessories,Accessories 162,559.12,2,0.08,104.38
ORD-10398,2023-08-24,2023-08-25,Standard Class,CUST-1019,Customer 1019,Corporate,United Kingdom,Glasgow,Scotland,57069,West,PROD-657,Technology,Machines,Machines 913,1498.1,3,0.07,307.17
ORD-10399,2023-03-06,2023-03-07,Standard Class,CUST-1329,Customer 1329,Corporate,United Kingdom,Manchester,England,13416,South,PROD-711,Office Supplies,Storage,Storage 614,38.33,2,0.12,2.16
ORD-10400,2023-05-28,2023-05-29,Second Class,CUST-1828,Customer 1828,Corporate,United Kingdom,Bristol,Wales,86544,West,PROD-263,Furniture,Tables,Tables 159,450.73,2,0.32,11.96
ORD-10401,2023-03-27,2023-04-01,Second Class,CUST-1272,Customer 1272,Home Office,United Kingdom,Glasgow,Scotland,17328,East,PROD-689,Furniture,Bookcases,Bookcases 346,696.8,2,0.17,43.92
ORD-10402,2023-04-13,2023-04-15,First Class,CUST-1242,Customer 1242,Home Office,United Kingdom,Manchester,Scotland,57026,South,PROD-128,Office Supplies,Paper,Paper 280,117.85,5,0.08,22.96
ORD-10403,2023-07-14,2023-07-16,Standard Class,CUST-1576,Customer 1576,Consumer,United Kingdom,Glasgow,Wales,81057,Central,PROD-279,Technology,Machines,Machines 245,424.86,2,0.23,63.62
